symbol,PC1,PC2,PC3
AMZN,0.38129357960658716,0.2579646755555616,-0.09643641910424339
AXON,0.24936720760528697,-0.13917552402734235,0.88937004594576
GOOGL,0.37984570066661194,0.1197692501492528,-0.28564884367961163
META,0.34237115260635403,0.2526310640540782,-0.17967459559982385
MSFT,0.4107173857388626,0.020363834185120624,-0.06247049244840863
NVDA,0.36348600144749815,0.12183184175077955,0.16497688868311894
UNH,0.19798690064031677,-0.8908246818257014,-0.23382785953719815
GSPC,0.4369448276938513,-0.16459336169436017,-0.006878380861216282
