week,stock,factor,beta
2025-11-03,AXON,d_rate,-1.2995008025088944e-4
2025-11-03,AXON,d_credit,0.25187569256891945
2025-11-03,AXON,r_vix,-0.17722621285440884
2025-11-03,AXON,GSPC,0.7178304477364099
2025-11-10,AXON,d_rate,-0.014480175957133353
2025-11-10,AXON,d_credit,0.22578866295042563
2025-11-10,AXON,r_vix,-0.1752005493224559
2025-11-10,AXON,GSPC,0.727009177563332
2025-11-17,AXON,d_rate,-0.012766633449293267
2025-11-17,AXON,d_credit,0.2059425815695105
2025-11-17,AXON,r_vix,-0.17907105813204477
2025-11-17,AXON,GSPC,0.6737459814513369
2025-11-24,AXON,d_rate,-0.016174196858605265
2025-11-24,AXON,d_credit,0.20026843298218128
2025-11-24,AXON,r_vix,-0.16588098333569287
2025-11-24,AXON,GSPC,0.7051955259214199
2025-12-01,AXON,d_rate,-0.005118648232312144
2025-12-01,AXON,d_credit,0.21071444333442912
2025-12-01,AXON,r_vix,-0.17020667927105823
2025-12-01,AXON,GSPC,0.6708790416714164
2025-12-08,AXON,d_rate,0.025744077641239222
2025-12-08,AXON,d_credit,0.23638371996443652
2025-12-08,AXON,r_vix,-0.17693765495931962
2025-12-08,AXON,GSPC,0.615103442485877
2025-12-15,AXON,d_rate,0.013378252262564096
2025-12-15,AXON,d_credit,0.2440673560993117
2025-12-15,AXON,r_vix,-0.1978314053967438
2025-12-15,AXON,GSPC,0.5459692739856131
2025-12-22,AXON,d_rate,0.029890322749815602
2025-12-22,AXON,d_credit,0.24268831532109683
2025-12-22,AXON,r_vix,-0.21291269066964733
2025-12-22,AXON,GSPC,0.432234564298962
2025-12-29,AXON,d_rate,0.02999482440082679
2025-12-29,AXON,d_credit,0.2542293999098302
2025-12-29,AXON,r_vix,-0.2145597665858541
2025-12-29,AXON,GSPC,0.43910913102279936
2026-01-05,AXON,d_rate,0.011574033714502024
2026-01-05,AXON,d_credit,0.17768878469945867
2026-01-05,AXON,r_vix,-0.18338089545775985
2026-01-05,AXON,GSPC,0.5846026655323003
2026-01-12,AXON,d_rate,0.006841298607996571
2026-01-12,AXON,d_credit,0.1407664301553076
2026-01-12,AXON,r_vix,-0.17646569550933017
2026-01-12,AXON,GSPC,0.5811559265456399
2026-01-19,AXON,d_rate,0.007116333968548663
2026-01-19,AXON,d_credit,0.15494606533378097
2026-01-19,AXON,r_vix,-0.17683675198590662
2026-01-19,AXON,GSPC,0.5996713037930159
2026-01-26,AXON,d_rate,0.0025035647466917312
2026-01-26,AXON,d_credit,0.1485881879304816
2026-01-26,AXON,r_vix,-0.2297029917884525
2026-01-26,AXON,GSPC,0.3266874533646137
2026-02-02,AXON,d_rate,0.019296309183647654
2026-02-02,AXON,d_credit,0.12391310432800237
2026-02-02,AXON,r_vix,-0.2282297197513911
2026-02-02,AXON,GSPC,0.30587499292667436
2026-02-09,AXON,d_rate,-0.008703291581992548
2026-02-09,AXON,d_credit,0.14811084680238643
2026-02-09,AXON,r_vix,-0.2182382538177849
2026-02-09,AXON,GSPC,0.3982039838454307
2026-02-16,AXON,d_rate,-0.030548767075040825
2026-02-16,AXON,d_credit,0.09347180350414626
2026-02-16,AXON,r_vix,-0.15521254469431162
2026-02-16,AXON,GSPC,0.5509766868777062
2026-02-23,AXON,d_rate,-0.02773445775597082
2026-02-23,AXON,d_credit,0.3455288730308884
2026-02-23,AXON,r_vix,-0.1746169304214661
2026-02-23,AXON,GSPC,0.7733303129668699
2026-03-02,AXON,d_rate,-0.0036259512245901764
2026-03-02,AXON,d_credit,0.1954774871676441
2026-03-02,AXON,r_vix,-0.08499688976101184
2026-03-02,AXON,GSPC,0.9713496889942445
2026-03-09,AXON,d_rate,-0.10574657581586475
2026-03-09,AXON,d_credit,0.03571399590570364
2026-03-09,AXON,r_vix,0.026374745480070967
2026-03-09,AXON,GSPC,1.7013677060317363
2026-03-16,AXON,d_rate,-0.09240801256708815
2026-03-16,AXON,d_credit,0.0065297163621623995
2026-03-16,AXON,r_vix,0.009935182117923465
2026-03-16,AXON,GSPC,1.5053753448139937
2026-03-23,AXON,d_rate,-0.09999322986700873
2026-03-23,AXON,d_credit,0.05052920451844859
2026-03-23,AXON,r_vix,0.008634628760047152
2026-03-23,AXON,GSPC,1.6424482301453072
2026-03-30,AXON,d_rate,-0.05411111762842601
2026-03-30,AXON,d_credit,0.014777180672458564
2026-03-30,AXON,r_vix,-0.006980297236418928
2026-03-30,AXON,GSPC,1.6373811991565632
2026-04-06,AXON,d_rate,-0.11441284487797194
2026-04-06,AXON,d_credit,-0.018539253961821173
2026-04-06,AXON,r_vix,0.04853836347113373
2026-04-06,AXON,GSPC,1.3482842860061786
2026-04-13,AXON,d_rate,-0.10100750624570473
2026-04-13,AXON,d_credit,0.03194365358657758
2026-04-13,AXON,r_vix,0.08789607813262816
2026-04-13,AXON,GSPC,1.9281461824206243
2026-04-20,AXON,d_rate,-0.08255305671914148
2026-04-20,AXON,d_credit,0.05114060736293706
2026-04-20,AXON,r_vix,0.0948766538008544
2026-04-20,AXON,GSPC,1.9434058510745567
2026-04-27,AXON,d_rate,-0.07936901947472502
2026-04-27,AXON,d_credit,0.04511295012073522
2026-04-27,AXON,r_vix,0.09071440817057698
2026-04-27,AXON,GSPC,1.9040899380599159
2026-05-04,AXON,d_rate,-0.08407299389866588
2026-05-04,AXON,d_credit,0.06381750183066437
2026-05-04,AXON,r_vix,0.10488771428814703
2026-05-04,AXON,GSPC,2.0604294592643604
2026-05-11,AXON,d_rate,-0.0899469314570731
2026-05-11,AXON,d_credit,0.06068194500038981
2026-05-11,AXON,r_vix,0.10177874197593266
2026-05-11,AXON,GSPC,1.9742236286411767
2026-05-18,AXON,d_rate,-0.10652925686890874
2026-05-18,AXON,d_credit,0.028836268180498843
2026-05-18,AXON,r_vix,0.09672272810977513
2026-05-18,AXON,GSPC,2.0017978872197912
2026-05-25,AXON,d_rate,-0.1486339971338762
2026-05-25,AXON,d_credit,0.013641547196272258
2026-05-25,AXON,r_vix,0.08870318082610469
2026-05-25,AXON,GSPC,1.9821098607749297
2026-06-01,AXON,d_rate,-0.1514341491571782
2026-06-01,AXON,d_credit,-0.043467558440505115
2026-06-01,AXON,r_vix,0.12622510358613315
2026-06-01,AXON,GSPC,1.8485958842297174
2026-06-08,AXON,d_rate,-0.14654912782024743
2026-06-08,AXON,d_credit,-0.05503616395979116
2026-06-08,AXON,r_vix,0.16086990479603563
2026-06-08,AXON,GSPC,2.049889942956565
2026-06-15,AXON,d_rate,-0.14609544746529
2026-06-15,AXON,d_credit,-0.05961913626174723
2026-06-15,AXON,r_vix,0.16334122141638197
2026-06-15,AXON,GSPC,2.0586542043422713
2026-06-22,AXON,d_rate,-0.1981997319918984
2026-06-22,AXON,d_credit,-0.11790387877613027
2026-06-22,AXON,r_vix,0.1483343644843991
2026-06-22,AXON,GSPC,1.5938256239170274
2026-06-29,AXON,d_rate,-0.1668554890622311
2026-06-29,AXON,d_credit,-0.018407792945878795
2026-06-29,AXON,r_vix,0.13745313315816118
2026-06-29,AXON,GSPC,1.948190940413185
2026-07-06,AXON,d_rate,-0.1791645633451459
2026-07-06,AXON,d_credit,-0.077529139175105
2026-07-06,AXON,r_vix,0.12750227807721684
2026-07-06,AXON,GSPC,1.7807201024853785
2026-07-13,AXON,d_rate,-0.1750525784800556
2026-07-13,AXON,d_credit,-0.07687088216008886
2026-07-13,AXON,r_vix,0.1108075210459063
2026-07-13,AXON,GSPC,1.7829882934111134
2026-07-20,AXON,d_rate,-0.17047729637288078
2026-07-20,AXON,d_credit,-0.09022368639088063
2026-07-20,AXON,r_vix,0.10406257762724455
2026-07-20,AXON,GSPC,1.7370949932782922
2026-07-27,AXON,d_rate,-0.14329993136856112
2026-07-27,AXON,d_credit,-0.030693436367052126
2026-07-27,AXON,r_vix,0.09035641916153903
2026-07-27,AXON,GSPC,1.7707478043954152
2026-08-03,AXON,d_rate,-0.17044107007800197
2026-08-03,AXON,d_credit,-0.04861792085455242
2026-08-03,AXON,r_vix,0.1377842289591375
2026-08-03,AXON,GSPC,1.882742460261714
2026-08-10,AXON,d_rate,-0.14268280649413048
2026-08-10,AXON,d_credit,-0.03063914104127455
2026-08-10,AXON,r_vix,0.1373378310573597
2026-08-10,AXON,GSPC,1.9693501708645185
2026-08-17,AXON,d_rate,-0.14437284091737446
2026-08-17,AXON,d_credit,-0.09286579735384479
2026-08-17,AXON,r_vix,0.13274900512164198
2026-08-17,AXON,GSPC,1.8247600443166399
2022-01-03,GOOGL,d_rate,-0.04373111057877638
2022-01-03,GOOGL,d_credit,-0.1071824892902917
2022-01-03,GOOGL,r_vix,0.01790518646474938
2022-01-03,GOOGL,GSPC,1.726538507077443
2022-01-10,GOOGL,d_rate,-0.051560078166378406
2022-01-10,GOOGL,d_credit,-0.11703932536651808
2022-01-10,GOOGL,r_vix,0.00919490390239872
2022-01-10,GOOGL,GSPC,1.6041127357990084
2022-01-17,GOOGL,d_rate,-0.056264487343189715
2022-01-17,GOOGL,d_credit,-0.1169039438007021
2022-01-17,GOOGL,r_vix,-0.0045438709901861885
2022-01-17,GOOGL,GSPC,1.3491474984978415
2022-01-24,GOOGL,d_rate,-0.05715720363174545
2022-01-24,GOOGL,d_credit,-0.10669898371376997
2022-01-24,GOOGL,r_vix,-0.00993536461404465
2022-01-24,GOOGL,GSPC,1.3428154223768978
2022-01-31,GOOGL,d_rate,-0.0422962021897244
2022-01-31,GOOGL,d_credit,-0.10856490651922544
2022-01-31,GOOGL,r_vix,-5.619151114558973e-5
2022-01-31,GOOGL,GSPC,1.2587434775542483
2022-02-07,GOOGL,d_rate,-0.041208168326692635
2022-02-07,GOOGL,d_credit,-0.13164270466552172
2022-02-07,GOOGL,r_vix,0.0033874339743733832
2022-02-07,GOOGL,GSPC,1.3390070801823146
2022-02-14,GOOGL,d_rate,-0.04437285390921523
2022-02-14,GOOGL,d_credit,-0.12396102964289149
2022-02-14,GOOGL,r_vix,-7.952138368845721e-4
2022-02-14,GOOGL,GSPC,1.3042373850355247
2022-02-21,GOOGL,d_rate,-0.03552909063573746
2022-02-21,GOOGL,d_credit,-0.1065630640772024
2022-02-21,GOOGL,r_vix,0.0059953770642387485
2022-02-21,GOOGL,GSPC,1.3721843162849319
2022-02-28,GOOGL,d_rate,-0.04342358576671172
2022-02-28,GOOGL,d_credit,-0.11247144422994318
2022-02-28,GOOGL,r_vix,0.009135598511968756
2022-02-28,GOOGL,GSPC,1.3882538658268002
2022-03-07,GOOGL,d_rate,-0.008361136724969114
2022-03-07,GOOGL,d_credit,-0.0677210694317886
2022-03-07,GOOGL,r_vix,0.004272091010530082
2022-03-07,GOOGL,GSPC,1.3871107333520751
2022-03-14,GOOGL,d_rate,-0.028130824131382973
2022-03-14,GOOGL,d_credit,-0.0477851817673848
2022-03-14,GOOGL,r_vix,-0.018882617570350545
2022-03-14,GOOGL,GSPC,1.1073155109115598
2022-03-21,GOOGL,d_rate,-0.030130022284856534
2022-03-21,GOOGL,d_credit,-0.06110669799322257
